Journal title,Year,Source ID,Publications
wiley interdisciplinary reviews: cognitive science,2017,19900191715,42
wiley interdisciplinary reviews: cognitive science,2018,19900191715,18
wiley interdisciplinary reviews: cognitive science,2019,19900191715,28
wiley interdisciplinary reviews: cognitive science,2020,19900191715,20
wiley interdisciplinary reviews: cognitive science,2021,19900191715,34
zeitschrift fur arbeits- und organisationspsychologie,1942,,0
zeitschrift fur arbeits- und organisationspsychologie,1943,,0
zeitschrift fur arbeits- und organisationspsychologie,1944,,0
zeitschrift fur arbeits- und organisationspsychologie,1945,,0
zeitschrift fur arbeits- und organisationspsychologie,1946,,0
zeitschrift fur arbeits- und organisationspsychologie,1947,,0
zeitschrift fur arbeits- und organisationspsychologie,1948,,0
zeitschrift fur arbeits- und organisationspsychologie,1949,,0
zeitschrift fur arbeits- und organisationspsychologie,1950,,0
zeitschrift fur arbeits- und organisationspsychologie,1951,,0
zeitschrift fur arbeits- und organisationspsychologie,1952,,0
zeitschrift fur arbeits- und organisationspsychologie,1953,,0
zeitschrift fur arbeits- und organisationspsychologie,1954,,0
zeitschrift fur arbeits- und organisationspsychologie,1955,,0
zeitschrift fur arbeits- und organisationspsychologie,1956,,0
zeitschrift fur arbeits- und organisationspsychologie,1957,,0
zeitschrift fur arbeits- und organisationspsychologie,1958,,0
zeitschrift fur arbeits- und organisationspsychologie,1959,,0
zeitschrift fur arbeits- und organisationspsychologie,1960,,0
zeitschrift fur arbeits- und organisationspsychologie,1961,,0
zeitschrift fur arbeits- und organisationspsychologie,1962,,0
zeitschrift fur arbeits- und organisationspsychologie,1963,,0
zeitschrift fur arbeits- und organisationspsychologie,1964,,0
zeitschrift fur arbeits- und organisationspsychologie,1965,,0
zeitschrift fur arbeits- und organisationspsychologie,1966,,0
zeitschrift fur arbeits- und organisationspsychologie,1967,,0
zeitschrift fur arbeits- und organisationspsychologie,1968,,0
zeitschrift fur arbeits- und organisationspsychologie,1969,,0
zeitschrift fur arbeits- und organisationspsychologie,1970,,0
zeitschrift fur arbeits- und organisationspsychologie,1971,,0
zeitschrift fur arbeits- und organisationspsychologie,1972,,0
zeitschrift fur arbeits- und organisationspsychologie,1973,,0
zeitschrift fur arbeits- und organisationspsychologie,1974,,0
zeitschrift fur arbeits- und organisationspsychologie,1975,,0
zeitschrift fur arbeits- und organisationspsychologie,1976,,0
zeitschrift fur arbeits- und organisationspsychologie,1977,,0
zeitschrift fur arbeits- und organisationspsychologie,1978,,0
zeitschrift fur arbeits- und organisationspsychologie,1979,,0
zeitschrift fur arbeits- und organisationspsychologie,1980,,0
zeitschrift fur arbeits- und organisationspsychologie,1981,,0
zeitschrift fur arbeits- und organisationspsychologie,1982,,0
zeitschrift fur arbeits- und organisationspsychologie,1983,,0
zeitschrift fur arbeits- und organisationspsychologie,1984,,0
zeitschrift fur arbeits- und organisationspsychologie,1985,,0
zeitschrift fur arbeits- und organisationspsychologie,1986,,0
zeitschrift fur arbeits- und organisationspsychologie,1987,,0
zeitschrift fur arbeits- und organisationspsychologie,1988,,0
zeitschrift fur arbeits- und organisationspsychologie,1989,,0
zeitschrift fur arbeits- und organisationspsychologie,1990,,0
zeitschrift fur arbeits- und organisationspsychologie,1991,,0
zeitschrift fur arbeits- und organisationspsychologie,1992,,0
zeitschrift fur arbeits- und organisationspsychologie,1993,,0
zeitschrift fur arbeits- und organisationspsychologie,1994,,0
zeitschrift fur arbeits- und organisationspsychologie,1995,,0
zeitschrift fur arbeits- und organisationspsychologie,1996,,0
zeitschrift fur arbeits- und organisationspsychologie,1997,,0
zeitschrift fur arbeits- und organisationspsychologie,1998,,0
zeitschrift fur arbeits- und organisationspsychologie,1999,,0
zeitschrift fur arbeits- und organisationspsychologie,2000,,0
zeitschrift fur arbeits- und organisationspsychologie,2001,,0
zeitschrift fur arbeits- und organisationspsychologie,2002,15909,19
zeitschrift fur arbeits- und organisationspsychologie,2003,15909,21
zeitschrift fur arbeits- und organisationspsychologie,2004,15909,21
zeitschrift fur arbeits- und organisationspsychologie,2005,15909,24
zeitschrift fur arbeits- und organisationspsychologie,2006,15909,23
zeitschrift fur arbeits- und organisationspsychologie,2007,15909,17
zeitschrift fur arbeits- und organisationspsychologie,2008,15909,19
zeitschrift fur arbeits- und organisationspsychologie,2009,15909,21
zeitschrift fur arbeits- und organisationspsychologie,2010,15909,15
zeitschrift fur arbeits- und organisationspsychologie,2011,15909,16
zeitschrift fur arbeits- und organisationspsychologie,2012,15909,13
zeitschrift fur arbeits- und organisationspsychologie,2013,15909,13
zeitschrift fur arbeits- und organisationspsychologie,2014,15909,16
zeitschrift fur arbeits- und organisationspsychologie,2015,15909,14
zeitschrift fur arbeits- und organisationspsychologie,2016,15909,17
zeitschrift fur arbeits- und organisationspsychologie,2017,15909,15
zeitschrift fur arbeits- und organisationspsychologie,2018,15909,14
zeitschrift fur arbeits- und organisationspsychologie,2019,15909,16
zeitschrift fur arbeits- und organisationspsychologie,2020,15909,23
zeitschrift fur arbeits- und organisationspsychologie,2021,15909,21
zeitschrift fur evaluation,1942,,0
zeitschrift fur evaluation,1943,,0
zeitschrift fur evaluation,1944,,0
zeitschrift fur evaluation,1945,,0
zeitschrift fur evaluation,1946,,0
zeitschrift fur evaluation,1947,,0
zeitschrift fur evaluation,1948,,0
zeitschrift fur evaluation,1949,,0
zeitschrift fur evaluation,1950,,0
zeitschrift fur evaluation,1951,,0
zeitschrift fur evaluation,1952,,0
zeitschrift fur evaluation,1953,,0
zeitschrift fur evaluation,1954,,0
zeitschrift fur evaluation,1955,,0
zeitschrift fur evaluation,1956,,0
zeitschrift fur evaluation,1957,,0
zeitschrift fur evaluation,1958,,0
zeitschrift fur evaluation,1959,,0
zeitschrift fur evaluation,1960,,0
zeitschrift fur evaluation,1961,,0
zeitschrift fur evaluation,1962,,0
zeitschrift fur evaluation,1963,,0
zeitschrift fur evaluation,1964,,0
zeitschrift fur evaluation,1965,,0
zeitschrift fur evaluation,1966,,0
zeitschrift fur evaluation,1967,,0
zeitschrift fur evaluation,1968,,0
zeitschrift fur evaluation,1969,,0
zeitschrift fur evaluation,1970,,0
zeitschrift fur evaluation,1971,,0
zeitschrift fur evaluation,1972,,0
zeitschrift fur evaluation,1973,,0
zeitschrift fur evaluation,1974,,0
zeitschrift fur evaluation,1975,,0
zeitschrift fur evaluation,1976,,0
zeitschrift fur evaluation,1977,,0
zeitschrift fur evaluation,1978,,0
zeitschrift fur evaluation,1979,,0
zeitschrift fur evaluation,1980,,0
zeitschrift fur evaluation,1981,,0
zeitschrift fur evaluation,1982,,0
zeitschrift fur evaluation,1983,,0
zeitschrift fur evaluation,1984,,0
zeitschrift fur evaluation,1985,,0
zeitschrift fur evaluation,1986,,0
zeitschrift fur evaluation,1987,,0
zeitschrift fur evaluation,1988,,0
zeitschrift fur evaluation,1989,,0
zeitschrift fur evaluation,1990,,0
zeitschrift fur evaluation,1991,,0
zeitschrift fur evaluation,1992,,0
zeitschrift fur evaluation,1993,,0
zeitschrift fur evaluation,1994,,0
zeitschrift fur evaluation,1995,,0
zeitschrift fur evaluation,1996,,0
zeitschrift fur evaluation,1997,,0
zeitschrift fur evaluation,1998,,0
zeitschrift fur evaluation,1999,,0
zeitschrift fur evaluation,2000,,0
zeitschrift fur evaluation,2001,,0
zeitschrift fur evaluation,2002,,0
zeitschrift fur evaluation,2003,,0
zeitschrift fur evaluation,2004,,0
zeitschrift fur evaluation,2005,,0
zeitschrift fur evaluation,2006,7200153128,10
zeitschrift fur evaluation,2007,7200153128,7
zeitschrift fur evaluation,2008,7200153128,13
zeitschrift fur evaluation,2009,7200153128,27
zeitschrift fur evaluation,2010,7200153128,24
zeitschrift fur evaluation,2011,7200153128,16
zeitschrift fur evaluation,2012,7200153128,26
